id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;anio_min;evento;id_grupo_etario;grupo_etario;sepi_min;cantidad
119;San Lorenzo;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;15;27
028;Capital;54;Misiones;2024;Dengue;12;Mayores de 65 años;5;32
105;Maracó;42;La Pampa;2024;Dengue;7;De 15 a 19 años;12;4
001;COMUNA 1;02;CABA;2024;Dengue;6;De 10 a 14 años;16;44
007;COMUNA 7;02;CABA;2024;Dengue;7;De 15 a 19 años;12;8
412;José C. Paz;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;10;82
008;COMUNA 8;02;CABA;2024;Dengue;7;De 15 a 19 años;12;12
012;COMUNA 12;02;CABA;2024;Dengue;6;De 10 a 14 años;6;1
274;Florencio Varela;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;14;22
126;1º de Mayo;22;Chaco;2024;Dengue;11;De 45 a 65 años;6;13
049;Capital;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;20;22
049;Capital;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;5;3
441;La Plata;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;15;19
098;Juan F. Ibarra;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;13;1
014;Capital;14;Córdoba;2024;Dengue;4;De 2 a 4 años;12;310
063;General Güemes;22;Chaco;2024;Dengue;10;De 35 a 44 años;8;13
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;5;14
001;COMUNA 1;02;CABA;2024;Dengue;9;De 25 a 34 años;10;154
539;Merlo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;8;35
084;Libertador General San Martín;22;Chaco;2024;Dengue;12;Mayores de 65 años;9;2
161;Robles;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;12;20
042;Capayán;10;Catamarca;2024;Dengue;12;Mayores de 65 años;6;1
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;9;26
140;San Fernando;22;Chaco;2024;Dengue;11;De 45 a 65 años;11;88
028;Almirante Brown;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;9;23
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;3;38
007;Anta;66;Salta;2024;Dengue;4;De 2 a 4 años;15;8
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;16;55
084;Capital;90;Tucumán;2024;Dengue;12;Mayores de 65 años;18;71
014;Cruz Alta;90;Tucumán;2024;Dengue;8;De 20 a 24 años;8;40
182;Unión;14;Córdoba;2024;Dengue;4;De 2 a 4 años;11;3
371;General San Martín;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;15;19
119;San Lorenzo;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;10;13
084;Rivadavia;70;San Juan;2024;Dengue;11;De 45 a 65 años;20;1
014;Cainguás;54;Misiones;2024;Dengue;12;Mayores de 65 años;12;2
021;Colón;14;Córdoba;2024;Dengue;10;De 35 a 44 años;19;12
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;13;9
028;Capital;54;Misiones;2024;Dengue;7;De 15 a 19 años;3;35
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;17;9
042;General San Martín;14;Córdoba;2024;Dengue;10;De 35 a 44 años;14;207
021;Colón;14;Córdoba;2024;Dengue;11;De 45 a 65 años;7;8
091;Berazategui;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;7;15
021;Escalante;26;Chubut;2024;Dengue;9;De 25 a 34 años;4;1
021;Escalante;26;Chubut;2024;Dengue;10;De 35 a 44 años;2;2
021;Castellanos;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;18;4
098;Uruguay;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;17;19
098;Uruguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;15
049;Pilcomayo;34;Formosa;2024;Dengue;7;De 15 a 19 años;16;1
049;Gualeguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;1
270;Ezeiza;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;9
413;Junín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;10;3
028;Almirante Brown;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;19;6
013;COMUNA 13;02;CABA;2024;Dengue;6;De 10 a 14 años;7;2
028;Guaymallén;50;Mendoza;2024;Dengue;7;De 15 a 19 años;11;22
036;12 de Octubre;22;Chaco;2024;Dengue;8;De 20 a 24 años;8;2
140;San Justo;14;Córdoba;2024;Dengue;8;De 20 a 24 años;19;7
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;8;De 20 a 24 años;15;92
119;Presidencia de la Plaza;22;Chaco;2024;Dengue;6;De 10 a 14 años;12;11
070;Las Colonias;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;8;3
568;Morón;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;10;11
105;Río Primero;14;Córdoba;2024;Dengue;6;De 10 a 14 años;17;19
140;San Justo;14;Córdoba;2024;Dengue;9;De 25 a 34 años;8;61
112;San Pedro;54;Misiones;2024;Dengue;7;De 15 a 19 años;15;2
091;Simoca;90;Tucumán;2024;Dengue;12;Mayores de 65 años;8;3
861;Vicente López;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;107
063;La Capital;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;13;4
005;COMUNA 5;02;CABA;2024;Dengue;8;De 20 a 24 años;16;3
049;Ischilín;14;Córdoba;2024;Dengue;6;De 10 a 14 años;20;3
021;Capital;18;Corrientes;2024;Dengue;5;De 5 a 9 años;9;3
140;San Fernando;22;Chaco;2024;Dengue;11;De 45 a 65 años;15;50
070;Las Colonias;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;3;2
084;Capital;90;Tucumán;2024;Dengue;11;De 45 a 65 años;16;428
007;COMUNA 7;02;CABA;2024;Dengue;12;Mayores de 65 años;7;4
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;3;6
427;La Matanza;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;16;32
098;Santa Rosa;10;Catamarca;2024;Dengue;10;De 35 a 44 años;17;6
077;Libertad;22;Chaco;2024;Dengue;10;De 35 a 44 años;15;8
609;Pehuajó;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;1;1
028;Capital;54;Misiones;2024;Dengue;11;De 45 a 65 años;4;101
028;Capital;66;Salta;2024;Dengue;11;De 45 a 65 años;7;44
070;Monteros;90;Tucumán;2024;Dengue;10;De 35 a 44 años;8;6
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;9;15
182;Unión;14;Córdoba;2024;Dengue;9;De 25 a 34 años;19;12
861;Vicente López;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;16;28
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;18;12
091;Punilla;14;Córdoba;2024;Dengue;11;De 45 a 65 años;9;18
003;COMUNA 3;02;CABA;2024;Dengue;6;De 10 a 14 años;11;8
028;Almirante Brown;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;22
042;General San Martín;14;Córdoba;2024;Dengue;9;De 25 a 34 años;13;239
077;Nogoyá;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;11;2
014;Capital;46;La Rioja;2024;Dengue;4;De 2 a 4 años;12;14
084;Capital;90;Tucumán;2024;Dengue;7;De 15 a 19 años;18;48
638;Pilar;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;7;11
070;Monteros;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;24
588;9 de Julio;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;2
063;Lules;90;Tucumán;2024;Dengue;9;De 25 a 34 años;6;10
035;Graneros;90;Tucumán;2024;Dengue;11;De 45 a 65 años;19;5
070;Santa Bárbara;38;Jujuy;2024;Dengue;12;Mayores de 65 años;19;1
049;Pilcomayo;34;Formosa;2024;Dengue;9;De 25 a 34 años;3;17
028;Federación;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;20;2
154;Sargento Cabral;22;Chaco;2024;Dengue;8;De 20 a 24 años;1;4
021;Comandante Fernández;22;Chaco;2024;Dengue;9;De 25 a 34 años;7;5
056;Leales;90;Tucumán;2024;Dengue;10;De 35 a 44 años;16;13
028;Famaillá;90;Tucumán;2024;Dengue;7;De 15 a 19 años;10;5
168;Santo Tomé;18;Corrientes;2024;Dengue;11;De 45 a 65 años;10;16
105;San Jerónimo;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;20;3
539;Merlo;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;16;4
028;Famaillá;90;Tucumán;2024;Dengue;9;De 25 a 34 años;15;6
049;General Obligado;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;6;1
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;5;De 5 a 9 años;20;4
056;Iriondo;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;7
119;Río Segundo;14;Córdoba;2024;Dengue;12;Mayores de 65 años;17;9
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;17;46
028;Constitución;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;13;1
105;9 de Julio;22;Chaco;2024;Dengue;9;De 25 a 34 años;4;30
412;José C. Paz;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;11;117
140;San Fernando;22;Chaco;2024;Dengue;7;De 15 a 19 años;2;70
133;San Javier;14;Córdoba;2024;Dengue;6;De 10 a 14 años;14;54
028;Capital;66;Salta;2024;Dengue;9;De 25 a 34 años;16;55
007;Capital;50;Mendoza;2024;Dengue;10;De 35 a 44 años;11;10
161;Tercero Arriba;14;Córdoba;2024;Dengue;12;Mayores de 65 años;14;37
091;San Cristóbal;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;7;16
408;Hurlingham;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;13;64
070;Las Colonias;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;9;65
084;Paraná;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;7;13
007;Anta;66;Salta;2024;Dengue;11;De 45 a 65 años;8;57
056;Guaraní;54;Misiones;2024;Dengue;10;De 35 a 44 años;12;3
091;Berazategui;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;8;9
371;General San Martín;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;14;118
028;Almirante Brown;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;12;26
049;Capital;10;Catamarca;2024;Dengue;5;De 5 a 9 años;13;19
112;Monte Caseros;18;Corrientes;2024;Dengue;12;Mayores de 65 años;12;8
133;San Javier;14;Córdoba;2024;Dengue;5;De 5 a 9 años;16;5
049;Capital;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;9;57
105;Tafí Viejo;90;Tucumán;2024;Dengue;7;De 15 a 19 años;12;27
168;Santo Tomé;18;Corrientes;2024;Dengue;10;De 35 a 44 años;16;17
028;Guaymallén;50;Mendoza;2024;Dengue;9;De 25 a 34 años;12;49
805;Tigre;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;18;1
412;José C. Paz;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;14;75
001;COMUNA 1;02;CABA;2024;Dengue;9;De 25 a 34 años;2;11
126;Saladas;18;Corrientes;2024;Dengue;11;De 45 a 65 años;9;1
035;Banda;86;Santiago del Estero;2024;Dengue;9;De 25 a 34 años;11;121
126;San Alberto;14;Córdoba;2024;Dengue;5;De 5 a 9 años;13;9
168;Santo Tomé;18;Corrientes;2024;Dengue;5;De 5 a 9 años;14;5
004;COMUNA 4;02;CABA;2024;Dengue;10;De 35 a 44 años;14;38
113;Villaguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;12;33
441;La Plata;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;94
434;Lanús;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;15;23
070;Monteros;90;Tucumán;2024;Dengue;9;De 25 a 34 años;12;74
035;Banda;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;6;11
063;Iguazú;54;Misiones;2024;Dengue;12;Mayores de 65 años;4;8
274;Florencio Varela;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;89
007;Bella Vista;18;Corrientes;2024;Dengue;8;De 20 a 24 años;15;6
105;9 de Julio;22;Chaco;2024;Dengue;6;De 10 a 14 años;15;1
002;COMUNA 2;02;CABA;2024;Dengue;7;De 15 a 19 años;15;1
091;Berazategui;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;15;5
756;San Isidro;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;6;7
084;Rosario;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;15;44
063;San Pedro;38;Jujuy;2024;Dengue;6;De 10 a 14 años;17;7
371;General San Martín;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;5;4
070;Las Colonias;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;7;11
035;Concepción;54;Misiones;2024;Dengue;11;De 45 a 65 años;9;3
133;Realicó;42;La Pampa;2024;Dengue;9;De 25 a 34 años;12;1
021;Cafayate;66;Salta;2024;Dengue;12;Mayores de 65 años;6;2
021;Diamante;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;12;4
007;Bella Vista;18;Corrientes;2024;Dengue;9;De 25 a 34 años;16;4
112;Rosario Vera Peñaloza;46;La Rioja;2024;Dengue;9;De 25 a 34 años;12;1
028;Chacabuco;22;Chaco;2024;Dengue;8;De 20 a 24 años;1;3
175;Tulumba;14;Córdoba;2024;Dengue;8;De 20 a 24 años;17;2
098;Mburucuyá;18;Corrientes;2024;Dengue;12;Mayores de 65 años;2;1
252;Escobar;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;4
077;General Taboada;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;12;2
364;General Rodríguez;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;2
098;Santa Rosa;10;Catamarca;2024;Dengue;11;De 45 a 65 años;8;1
112;San Justo;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;9;4
063;Fray Mamerto Esquiú;10;Catamarca;2024;Dengue;12;Mayores de 65 años;16;2
077;Rawson;70;San Juan;2024;Dengue;9;De 25 a 34 años;5;1
063;Marcos Juárez;14;Córdoba;2024;Dengue;9;De 25 a 34 años;10;6
084;Rivadavia;50;Mendoza;2024;Dengue;6;De 10 a 14 años;7;1
077;9 de Julio;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;8;11
119;Presidencia de la Plaza;22;Chaco;2024;Dengue;7;De 15 a 19 años;19;4
999;desconocido;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;2
014;Ancasti;10;Catamarca;2024;Dengue;12;Mayores de 65 años;13;1
028;Capital;70;San Juan;2024;Dengue;10;De 35 a 44 años;10;2
154;Carlos Tejedor;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;16;1
015;Concordia;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;20;1
049;Río Chico;78;Santa Cruz;2024;Dengue;9;De 25 a 34 años;8;1
004;COMUNA 4;02;CABA;2024;Dengue;12;Mayores de 65 años;10;9
098;San Ignacio;54;Misiones;2024;Dengue;9;De 25 a 34 años;9;2
063;San Pedro;38;Jujuy;2024;Dengue;6;De 10 a 14 años;16;5
042;Eldorado;54;Misiones;2024;Dengue;4;De 2 a 4 años;9;6
098;San Ignacio;54;Misiones;2024;Dengue;4;De 2 a 4 años;12;1
014;Formosa;34;Formosa;2024;Dengue;12;Mayores de 65 años;9;12
560;Moreno;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;20;1
882;Zárate;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;6
021;Güer Aike;78;Santa Cruz;2024;Dengue;10;De 35 a 44 años;13;2
042;General López;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;11;5
105;9 de Julio;22;Chaco;2024;Dengue;11;De 45 a 65 años;1;11
119;Molinos;66;Salta;2024;Dengue;12;Mayores de 65 años;12;1
043;Fray Justo Santa María de Oro;22;Chaco;2024;Dengue;6;De 10 a 14 años;2;2
049;General Belgrano;22;Chaco;2024;Dengue;12;Mayores de 65 años;16;1
133;Rivadavia;66;Salta;2024;Dengue;8;De 20 a 24 años;15;1
021;Capital;18;Corrientes;2024;Dengue;5;De 5 a 9 años;19;3
084;La Candelaria;66;Salta;2024;Dengue;11;De 45 a 65 años;12;1
028;Chacabuco;74;San Luis;2024;Dengue;9;De 25 a 34 años;11;1
294;General Arenales;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;10;1
070;Leandro N. Alem;54;Misiones;2024;Dengue;5;De 5 a 9 años;1;1
168;Totoral;14;Córdoba;2024;Dengue;7;De 15 a 19 años;13;1
070;Baradero;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;14;1
252;Escobar;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;21;1
098;Santa Rosa;10;Catamarca;2024;Dengue;10;De 35 a 44 años;10;1
133;Quitilipi;22;Chaco;2024;Dengue;11;De 45 a 65 años;3;6
042;Chilecito;46;La Rioja;2024;Dengue;8;De 20 a 24 años;18;2
168;Santo Tomé;18;Corrientes;2024;Dengue;9;De 25 a 34 años;1;2
007;COMUNA 7;02;CABA;2024;Dengue;4;De 2 a 4 años;10;1
098;Tafí del Valle;90;Tucumán;2024;Dengue;8;De 20 a 24 años;12;1
070;Santa Bárbara;38;Jujuy;2024;Dengue;7;De 15 a 19 años;19;1
077;Libertador Grl. San Martín;54;Misiones;2024;Dengue;10;De 35 a 44 años;3;1
392;General Villegas;06;Buenos Aires;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);13;1
182;Unión;14;Córdoba;2024;Dengue;7;De 15 a 19 años;19;3
035;Avellaneda;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;14;38
084;Capital;90;Tucumán;2024;Dengue;8;De 20 a 24 años;12;184
049;Capital;86;Santiago del Estero;2024;Dengue;3;De 13 a 24 meses;11;7
056;Pirané;34;Formosa;2024;Dengue;5;De 5 a 9 años;10;7
648;Presidente Perón;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;10;3
084;Capital;90;Tucumán;2024;Dengue;5;De 5 a 9 años;12;116
112;San Justo;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;14;1
770;San Pedro;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;2
042;General López;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;15;2
408;Hurlingham;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;13;35
364;General Rodríguez;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;11;3
049;Capital;86;Santiago del Estero;2024;Dengue;7;De 15 a 19 años;17;54
427;La Matanza;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;254
028;Capital;54;Misiones;2024;Dengue;5;De 5 a 9 años;1;22
427;La Matanza;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;17;28
784;Suipacha;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;3
021;Castellanos;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;19;2
134;Cañuelas;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;6
112;Metán;66;Salta;2024;Dengue;11;De 45 a 65 años;13;56
035;Concepción;54;Misiones;2024;Dengue;10;De 35 a 44 años;11;1
014;Capital;46;La Rioja;2024;Dengue;10;De 35 a 44 años;18;69
021;Diamante;30;Entre Ríos;2024;Dengue;12;Mayores de 65 años;9;6
091;Oberá;54;Misiones;2024;Dengue;6;De 10 a 14 años;10;8
140;Rosario de la Frontera;66;Salta;2024;Dengue;7;De 15 a 19 años;16;28
091;San Cristóbal;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;14;16
007;Capital;50;Mendoza;2024;Dengue;10;De 35 a 44 años;15;25
084;Rosario;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;8;530
049;Junín;74;San Luis;2024;Dengue;9;De 25 a 34 años;12;9
648;Presidente Perón;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;9;3
004;COMUNA 4;02;CABA;2024;Dengue;8;De 20 a 24 años;18;2
014;Avellaneda;62;Río Negro;2024;Dengue;8;De 20 a 24 años;3;1
805;Tigre;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;17;2
001;COMUNA 1;02;CABA;2024;Dengue;12;Mayores de 65 años;6;21
006;COMUNA 6;02;CABA;2024;Dengue;10;De 35 a 44 años;12;18
427;La Matanza;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;89
133;Rivadavia;66;Salta;2024;Dengue;10;De 35 a 44 años;7;1
063;La Capital;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;2;6
077;Río Chico;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;3
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;5;De 5 a 9 años;8;3
091;Berazategui;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;11;24
434;Lanús;06;Buenos Aires;2024;Dengue;3;De 13 a 24 meses;10;1
014;Cruz Alta;90;Tucumán;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);9;2
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;11;De 45 a 65 años;19;5
441;La Plata;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;22
056;Grl. José de San Martín;66;Salta;2024;Dengue;10;De 35 a 44 años;15;10
042;Chimbas;70;San Juan;2024;Dengue;12;Mayores de 65 años;15;2
070;Santa Bárbara;38;Jujuy;2024;Dengue;11;De 45 a 65 años;14;7
112;Valle Viejo;10;Catamarca;2024;Dengue;5;De 5 a 9 años;13;4
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;18;7
408;Hurlingham;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;5;1
553;Monte Hermoso;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;6;1
784;Suipacha;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;3
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;20;2
126;Orán;66;Salta;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);13;1
999;desconocido;99;desconocida;2024;Dengue;8;De 20 a 24 años;16;555
098;Mayor Luis J. Fontana;22;Chaco;2024;Dengue;10;De 35 a 44 años;11;2
042;Pilagás;34;Formosa;2024;Dengue;12;Mayores de 65 años;2;5
021;Chicligasta;90;Tucumán;2024;Dengue;8;De 20 a 24 años;15;13
014;Bermejo;22;Chaco;2024;Dengue;11;De 45 a 65 años;17;3
002;COMUNA 2;02;CABA;2024;Dengue;10;De 35 a 44 años;2;2
014;Cruz Alta;90;Tucumán;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);12;17
007;Apóstoles;54;Misiones;2024;Dengue;9;De 25 a 34 años;15;5
056;Pirané;34;Formosa;2024;Dengue;5;De 5 a 9 años;21;1
140;San Justo;14;Córdoba;2024;Dengue;5;De 5 a 9 años;15;53
007;Burruyacú;90;Tucumán;2024;Dengue;11;De 45 a 65 años;10;15
014;Alberdi;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;10;1
001;COMUNA 1;02;CABA;2024;Dengue;7;De 15 a 19 años;11;98
063;Islas del Ibicuy;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;14;1
056;La Capital;74;San Luis;2024;Dengue;8;De 20 a 24 años;16;2
042;Chilecito;46;La Rioja;2024;Dengue;7;De 15 a 19 años;15;2
539;Merlo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;13;71
014;Cainguás;54;Misiones;2024;Dengue;8;De 20 a 24 años;14;3
999;desconocido;99;desconocida;2024;Dengue;8;De 20 a 24 años;17;494
035;Avellaneda;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;7;19
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;30
042;General San Martín;14;Córdoba;2024;Dengue;8;De 20 a 24 años;15;52
007;Burruyacú;90;Tucumán;2024;Dengue;11;De 45 a 65 años;17;16
056;General Donovan;22;Chaco;2024;Dengue;10;De 35 a 44 años;8;3
007;Belgrano;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;3
028;Federación;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;16;25
056;Leales;90;Tucumán;2024;Dengue;7;De 15 a 19 años;14;7
014;Caseros;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;10
049;Capital;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;8;63
105;9 de Julio;22;Chaco;2024;Dengue;9;De 25 a 34 años;7;11
035;General Pedernera;74;San Luis;2024;Dengue;9;De 25 a 34 años;14;111
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;4;De 2 a 4 años;13;16
049;Junín;74;San Luis;2024;Dengue;6;De 10 a 14 años;12;3
560;Moreno;06;Buenos Aires;2024;Dengue;3;De 13 a 24 meses;7;1
028;Chacabuco;22;Chaco;2024;Dengue;5;De 5 a 9 años;9;3
004;COMUNA 4;02;CABA;2024;Dengue;8;De 20 a 24 años;11;24
126;San Alberto;14;Córdoba;2024;Dengue;11;De 45 a 65 años;15;37
119;Yerba Buena;90;Tucumán;2024;Dengue;11;De 45 a 65 años;9;58
028;Almirante Brown;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;4;2
028;Constitución;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;14;1
049;General Güemes;66;Salta;2024;Dengue;10;De 35 a 44 años;14;7
154;Sargento Cabral;22;Chaco;2024;Dengue;4;De 2 a 4 años;11;1
119;San Lorenzo;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;11;24
012;COMUNA 12;02;CABA;2024;Dengue;7;De 15 a 19 años;9;8
063;Iguazú;54;Misiones;2024;Dengue;5;De 5 a 9 años;4;9
007;Aguirre;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;8;1
077;General Taboada;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;13;2
070;Las Colonias;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;5;4
049;Gualeguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;11;2
007;Apóstoles;54;Misiones;2024;Dengue;6;De 10 a 14 años;9;3
091;Berazategui;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;3;4
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;12;25
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;18;4
014;Caseros;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;15;2
126;Orán;66;Salta;2024;Dengue;7;De 15 a 19 años;20;1
525;Marcos Paz;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;19;2
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;12;Mayores de 65 años;16;9
077;Libertador Grl. San Martín;54;Misiones;2024;Dengue;10;De 35 a 44 años;5;4
056;General Donovan;22;Chaco;2024;Dengue;6;De 10 a 14 años;13;1
999;desconocido;02;CABA;2024;Dengue;7;De 15 a 19 años;11;5
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;14;17
119;San Lorenzo;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;3;2
638;Pilar;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;7;6
035;Garay;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;15;3
070;La Paz;10;Catamarca;2024;Dengue;10;De 35 a 44 años;17;4
